id,Business Unit,Job Family,Job Title,description,cost,Status,is_deleted,created_date,modified_date
864,Logistics,Finance,CONTROLLER: DEBTORS,"To coordinate and control the quality of a debtors team's work activities that ensures accurate, on-time customer billing, debt collection and debtor account reporting, contributing to client satisfaction and reduced financial risk.",2500,,,,
865,Logistics,Transportation,CONTROLLER: EXPEDITING,"To coordinate and control the quality of a team's work activities related to the tracking and monitoring of vehicles on an electronic system, enabling the control of risk and the safety of drivers as well as ensuring client satisfaction through the on-time and in-full delivery of loads.",2500,,,,
866,Logistics,International Logistics,CONTROLLER: EXPORT DISTRIBUTION,"To check, pack and load stock for cross border distribution and resolve related queries, ensuring the on-time and in-full delivery to customers, contributing to client satisfaction and operational effectiveness.",2500,,,,
867,Logistics,International Logistics,CONTROLLER: EXPORTS,To control the end-to end process required for the effective processing of export shipments according to client and export compliance requirements.,2500,,,,
868,Logistics,Strategic Planning and Administration,CONTROLLER: FACILITIES,"To coordinate and control a team's work activities and provide building maintenance and compliance services that improve the company premises, contributing to Health and Safety.",2500,,,,
869,Logistics,Strategic Planning and Administration,CONTROLLER: FACILITIES & EVENTS,"To coordinate and control a team’s work activities related to the the coordination of events as well as maintenance of buildings and facilities, contributing to effective service delivery, client satisfaction, health and safety.",2500,,,,
870,Logistics,"Legal, Risk and Compliance",CONTROLLER: FLEET RISK & INSURANCE,"To coordinate and control the quality of the work activities that ensures fleet compliance with policy, legislative and insurance requirements, reducing risk and enabling effective service delivery to our clients.",2500,,,,
871,Logistics,Procurement,CONTROLLER: FUEL,"To ensure that sufficient fuel is available for the on-time and in-full delivery of transportation services, contributing to client satisfaction and profitability.",2500,,,,
872,Logistics,Transportation,CONTROLLER: IMPORTS,To effectively process import shipments according to client and import compliance requirements.,2500,,,,
873,Logistics,International Logistics,CONTROLLER: IMPORTS AND EXPORTS,"To control the end-to end process required for the effective processing of import and export shipments according to client and import compliance requirements, across all modes of transport.",2500,,,,
874,Logistics,Warehousing,CONTROLLER: INVENTORY PLANNING,"To analyse stock levels and produce optimal stock replenishment plans, enabling the on-time in-full availability of inventory for production or distribution, enabling client satisfaction, optimal profitability, reduced risk and compliance to regulatory and legislative requirements.",2500,,,,
875,Logistics,Warehousing,CONTROLLER: LOADING,"Plan, coordinate and control the quality of a team's activities to ensure the accurate loading of stock according to the load plan and productivity requirements.",2500,,,,
876,Logistics,Warehousing,CONTROLLER: LOADING,"Plan, coordinate and control the quality of a team's activities to ensure the accurate loading of stock according to the required quantity, quality and productivity requirements.",2500,,,,
877,Logistics,"Legal, Risk and Compliance",CONTROLLER: MAINTENANCE,"To ensure that all maintenance work is completed timeously, contributing to health and safety compliance and reduced risk.",2500,,,,
878,Logistics,Transportation,CONTROLLER: MANAGED TRANSPORT SOLUTIONS,"To perform the planning and scheduling activities required to ensure the on-time and in-full delivery of managed transport solutions through the use of suitable sub-contractors in a manner that ensures profitability, compliance with health and safety regulations and client satisfaction.",2500,,,,
879,Logistics,Transportation,CONTROLLER: MANAGED TRANSPORT SOLUTIONS (SNR),"To perform the planning and scheduling activities required to ensure the on-time and in-full delivery of managed transport solutions by maintaining a database of suitable sub-contractors in a manner that ensures profitability, compliance with health and safety regulations and client satisfaction.",2500,,,,
880,Logistics,Marketing and Communications,CONTROLLER: MARKETING,"To perform the supervisory activities required to plan, coordinate and control the quality of a team's work activities to ensure the smooth running of various marketing functions.",2500,,,,
881,Logistics,Merchandising,CONTROLLER: MERCHANDISING (AREA),"To coordinating and control of the quality of a merchandising team's work activities in a geographical area, related to the on-shelf availability of the correct quality and quantity of stock at all times, enabling client satisfaction and risk control.",2500,,,,
882,Logistics,Merchandising,CONTROLLER: MERCHANDISING (MALL),"To perform activities required for the planning, coordinating and control of the quality of a merchandising team's work activities related to the on-shelf availability of the correct quality and quantity of stock at all times, enabling client satisfaction and risk control.",2500,,,,
883,Logistics,Warehousing,CONTROLLER: PALLET,"To plan, coordinate and control the quality of a team's activities to ensure effective control and availability of Chep pallets in a warehousing and transportation environment.",2500,,,,
884,Logistics,"Legal, Risk and Compliance",CONTROLLER: PHARMACIST,"To perform the supervisory activities that supports Deputy Pharmacist in ensuring compliance with all the provisions of the relevant legislation applicable to services, which specially pertain to the scope of practice of a pharmacist, and the legislation applicable to the pharmacy which is under his or her personal supervision and who is registered as such in terms of the Act.",2500,,,,
885,Logistics,Transportation,CONTROLLER: POD,"To coordinate and control the quality of a team's activities to ensure the accurate processing of POD's, enabling the accurate invoicing of clients, herewith reducing financial risk and improving client satisfaction.",2500,,,,
886,Logistics,"Legal, Risk and Compliance",CONTROLLER: PRE-LEGAL & CLIENT RISK PORTFOLIO,"To plan coordinate and control the quality of a team that assess a company's credit risk as well as controlling the pre-legal debt collection process, contributing to reduced financial risk and compliance to relevant regulatory requirements.",2500,,,,
887,Logistics,Technical,CONTROLLER: QUALITY (PARTS),"To perform the acquisition, control, inspection and testing of parts and fitments to vehicles, to satisfy workshop requirements, ensuring compliance to health & safety standards and reducing financial cost.",2500,,,,
888,Logistics,Transportation,CONTROLLER: ROUTE (PASSENGER TRANSPORTATION),"To monitor and report on operational, route related aspects as well as interacting with passengers, enabling effective service delivery and client satisfaction.",2500,,,,
889,Logistics,Transportation,CONTROLLER: SCHEDULING & PLANNING,"To perform the transportation planning and scheduling of loads based on an accurate understanding of client requirements, as well as the coordination and control of the supervisory activities required to execute a load plan, enabling the optimal utilisation of vehicles as well as the availability of information required to ensure the on-time and in-full delivery of client loads.",2500,,,,
890,Logistics,Transportation,CONTROLLER: SCHEDULING & PLANNING,"To schedule and plan the delivery of loads based on an accurate understanding of client requirements, enabling the optimal utilisation of vehicles as well as the availability of information required to ensure the on-time and in-full delivery of client loads.",2500,,,,
891,Logistics,Warehousing,CONTROLLER: STOCK,"To plan, coordinate and control the quality of a team's activities to ensure accurate stock control according to the required quantity and quality requirements.",2500,,,,
892,Logistics,Warehousing,CONTROLLER: STOCK (SNR),"To coordinate and control the quality of a supervisory team's activities to ensure the effective stock control processes according to the required quantity, quality and productivity requirements.",2500,,,,
893,Logistics,Technical,CONTROLLER: TECHNICAL QUALITY,"To perform the acquisition, control, inspection and testing of parts and fitments to vehicles, to satisfy workshop requirements, ensuring compliance to health & safety standards and reducing financial cost.",2500,,,,
894,Logistics,"Business Development, Sales and Customer Service",CONTROLLER: TELESALES,"To coordinate and control the quality of a telesales team's work activities related to the telephonic selling and order taking of products / services, ensuring increased revenue, client satisfaction and effective service delivery.",2500,,,,
895,Logistics,Transportation,CONTROLLER: TRACKING,"To coordinate and control the quality of a team's work activities related to the tracking of vehicles, ensuring safety measures are maintained and contributing to client satisfaction through the on-time and in-full delivery of loads.",2500,,,,
896,Logistics,Transportation,CONTROLLER: TRACKING,"To coordinate and control the quality of a team's work activities related to the tracking of vehicles, ensuring safety measures are maintained and contributing to client satisfaction through the on-time and in-full delivery of loads.",2500,,,,
897,Logistics,Transportation,CONTROLLER: TRACKING EQUIPMENT,"To coordinate vehicle tracking equipment, ensure tracking system health and provide incident reporting, contributing to reduced operational risk and effective service delivery.",2500,,,,
898,Logistics,Strategic Planning and Administration,CONTROLLER: TRAINING & PLANNING,"To provide system support and training, as well as administrative and load scheduling support, contributing to effective service delivery and client satisfaction.",2500,,,,
899,Logistics,Logistics,CONTROLLER: TRANSPORT & WAREHOUSE OPERATIONS,"To plan, coordinate and control the quality of a team's activities to ensure effective execution of various warehousing and transport operations processes according to the required quantity, quality and productivity requirements.",2500,,,,
900,Logistics,Transportation,CONTROLLER: TRANSPORT OPERATIONS,"To coordinate and control the quality of a team's work activities required to execute a load plan for the cost effective, on-time and in-full delivery of client loads, contributing to client satisfaction and compliance to policy and legislation.",2500,,,,
901,Logistics,Transportation,CONTROLLER: TRANSPORT OPERATIONS (CRM),"To liaise with clients and coordinate and control the quality of a team's work activities required to execute a load plan for the cost effective, on-time and in-full delivery of client loads, contributing to client satisfaction and compliance to policy and legislation.",2500,,,,
902,Logistics,Transportation,CONTROLLER: TRANSPORT OPERATIONS (EXECUTION),"To coordinate and control the quality of a team's work activities required to execute a load plan for the cost effective, on-time and in-full delivery of client loads, contributing to client satisfaction and compliance to policy and legislation.",2500,,,,
903,Logistics,Technical,CONTROLLER: TYRE BAY,"To coordinate and control the quality of a team's work activities in a tyre bay to ensure the effective and efficient replacement or repair of vehicle tyres, contributing to effective service delivery, reduced risk as well as compliance to health and safety and original equipment manufacturer standards.",2500,,,,
904,Logistics,Warehousing,CONTROLLER: WAREHOUSE (SNR),"To coordinate and control the quality of other supervisors work activities, ensuring the effectiveness and efficiency of various operational warehouse supply processes, according to the required quantity, quality and productivity requirements.",2500,,,,
905,Logistics,Warehousing,CONTROLLER: WAREHOUSE AREA,"To coordinate and control the quality of a team's work activities in various warehouse processes according to operational plans and targets, contributing to compliance with health and safety regulations, reduced risk and client satisfaction.",2500,,,,
906,Logistics,Transportation,CONTROLLER: YARD,"To coordinate and control the quality of a team's work activities related to the washing, loading and off-loading of vehicles as well as ensuring the availability of diesel, enabling the optimal utilisation of vehicles required for the on-time and in-full delivery of client loads and compliance with health and safety regulations.",2500,,,,
907,Logistics,Marketing and Communications,COORDINATOR: BRAND & MARKETING EVENTS,"To perform the planning, coordinating and project management activities required for the smooth running of business events and branding initiatives.",2500,,,,
908,Logistics,"Legal, Risk and Compliance",COORDINATOR: EMPLOYMENT EQUITY,"To perform administrative activities in the employment equity management processes, enabling compliance to legislative requirements as well as business transformation based on equality, diversity inclusion.",2500,,,,
909,Logistics,"Business Development, Sales and Customer Service",COORDINATOR: SALES,"To consolidate, analyse and report on regional business development, sales and/or customer service activities, enabling effective management of sales processes and teams that contribute to revenue growth.",2500,,,,
910,Logistics,"Legal, Risk and Compliance",COORDINATOR: VEHICLE MAINTENANCE & LICENSING,"To serve as the liaison between the workshop and operations as well as to perform vehicle administration and registration activities throughout the lifecycle of the vehicle, ensuring compliance with relevant regulations, legislation and policy.",2500,,,,
911,Logistics,Warehousing,COUNTER: STOCK,"To count and report on stock in a warehouse, enabling effective stock control and client service delivery.",2500,,,,
912,Logistics,Business Solutions,DATA SCIENTIST,"To manage the processes that gather, validate, analyse and report on business data with the aim of providing business insights required for continuous improvement.",2500,,,,
913,Logistics,Transportation,DESPATCHER: PASSENGER TRANSPORTATION,"To plan, coordinate and control the availability of busses, drivers and other resources required to effectively despatch drivers according to the operational schedule and requirements.",2500,,,,
914,Logistics,Information Technology,DEVELOPER,"To develop, test, maintain and review the quality of software based on specification and project requirements, ensuring client satisfaction.",2500,,,,
915,Logistics,Information Technology,DEVELOPER: (SNR),"To develop and advise on robust, complex software solutions using specific technologies based on client and project requirements, contributing to client satisfaction.and provide expert advice",2500,,,,
916,Logistics,Information Technology,DEVELOPER: JNR,"To develop, test and maintain high quality software based on client specification and project requirements, ensuring client satisfaction.",2500,,,,
917,Logistics,Information Technology,DEVELOPER: LEAD (SNR),"To develop and optimise the practices and resources required for the effective development, testing and maintenance of high quality software solutions based on specification and project requirements, contributing to client satisfaction and increased profitability.",3800,,,,
918,Logistics,Finance,DIRECTOR: FINANCIAL (DIVISION),"To support the Divisional CEO in the formulation and execution of strategy as well as to take accountability for a Division's financial health by planning, analysing, advising and reporting on financial strengths and weaknesses to improve financial performance, alignment to financial governance and the Division's risk profile.",4200,,,,
919,Logistics,Finance,DIRECTOR: FINANCIAL (ORGANISATIONAL UNIT),"To support the CEO of an organisational unit in the formulation and execution of strategy as well as to take accountability for an organisational unit's financial health by planning, analysing, advising and reporting on financial strengths and weaknesses to improve financial performance, alignment to financial governance and the unit's risk profile.",4200,,,,
920,Logistics,Human Capital,DIRECTOR: HR,"To align, deliver and optimise an integrated people strategy, operating model and supporting practices at operating company level in the context of the Divisional Human Capital Management strategy & practices.",3800,,,,
921,Logistics,Human Capital,DIRECTOR: HR (DIVISIONAL),"To align, deliver and optimise an integrated, tactical people strategy, operating model and supporting practices for multiple organisational units in the context of divisional strategies & practices.",3800,,,,
922,Logistics,Information Technology,DIRECTOR: INTEGRATION,"To ensure the effective integration of processes and technology that enables effective, high quality, operational service delivery, contributing to client satisfaction, reduced risk and compliance to relevant governance.",4200,,,,
923,Logistics,Strategic Planning and Administration,DIRECTOR: INTERNATIONAL SUPPLY CHAIN OPERATIONS,"To lead and align the international supply chain operations function in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
924,Logistics,"Legal, Risk and Compliance",DIRECTOR: TRANSFORMATION,"To integrate and align the Transformation function that promotes transformation, equality, diversity and inclusion, enabling compliance to legislative requirements.",4200,,,,
925,Logistics,Business Solutions,DRAUGHTSMAN,To produce high quality drawings for logistics facility design projects.,2500,,,,
926,Logistics,Transportation,DRIVER: EXTRA HEAVY MOTOR VEHICLE - ARTICULATED (CAT 12),"To drive an extra heavy motor vehicle (articulated), with the gross combination mass of which exceeds 16 000 kg but not 25 000 kg.",2500,,,,
927,Logistics,Transportation,DRIVER: EXTRA HEAVY MOTOR VEHICLE - RIGID (CAT 13),"To drive an extra heavy motor vehicle (rigid) the gross combination mass of which exceeds 9 000 kg but not 25 000 kg, ensuring the on-time and in-full delivery of client loads,",2500,,,,
928,Logistics,Transportation,DRIVER: HEAVY MOTOR VEHICHLE - ARTICULATED (CAT 10),"To drive a heavy motor vehicle (articulated) the gross combination mass of which exceeds 9 000 kg but not 16 000 kg, ensuring the on-time and in-full delivery of client loads,",2500,,,,
929,Logistics,Transportation,DRIVER: HEAVY MOTOR VEHICLE - ARTICULATED (CAT 10),"To drive a heavy motor vehicle (articulated) the gross combination mass of which exceeds 9 000 kg but not 16 000 kg, ensuring the on-time and in-full delivery of client loads,",2500,,,,
930,Logistics,Transportation,DRIVER: HEAVY MOTOR VEHICLE - RIGID (CAT 11),"To drive a heavy motor vehicle (rigid) the gross combination mass of which exceeds 9 000 kg but not 16 000 kg, ensuring the on-time and in-full delivery of client loads,",2500,,,,
931,Logistics,Transportation,DRIVER: LIGHT MOTOR VEHCHICLE (CAT 06),"To drive a light motor vehicle of which the gross vehicle mass or gross combination mass does not exceed 3 500 kg, ensuring the on-time and in-full delivery of client loads,",2500,,,,
932,Logistics,Transportation,DRIVER: LIGHT MOTOR VEHICLE (CAT 06),"To drive a light motor vehicle of which the gross vehicle mass or gross combination mass does not exceed 3 500 kg, ensuring the on-time and in-full delivery of client loads,",2500,,,,
933,Logistics,Transportation,DRIVER: MEDIUM MOTOR VEHICLE - ARTICULATED (CAT 07),To drive a medium motor vehicle (articulated) of which the gross combination mass exceeds 3 500 kg but not 9 000 kg;,2500,,,,
934,Logistics,Transportation,DRIVER: MEDIUM MOTOR VEHICLE - RIGID (CAT 08),"To drive a medium motor vehicle (rigid), the gross vehicle mass which exceeds 3500 kg but not 9000 kg, ensuring the on-time and in-full delivery of client loads.",2500,,,,
935,Logistics,Transportation,DRIVER: MESSENGER,"To provide delivery, collection and messenger services by means of a light motor vehicle.",2500,,,,
936,Logistics,Transportation,DRIVER: ULTRA HEAVY MOTOR VEHICLE (CAT 14),"To drive an ultra heavy motor vehicle with the gross combination mass which exceeds 25000 kg, ensuring the on-time and in-full delivery of client loads.",2500,,,,
937,Logistics,Transportation,DRIVER: ULTRA HEAVY MOTOR VEHICLE (CAT 14),"To drive an ultra heavy motor vehicle with the gross combination mass which exceeds 25000 kg, ensuring the on-time and in-full delivery of client loads.",2500,,,,
938,Logistics,International Logistics,ESTIMATOR: COSTING (INTERNATIONAL LOGISTICS),"To calculate cost estimates for the provision of international supply chain services, enabling effective service delivery, reduced risk and client satisfaction.",2500,,,,
939,Logistics,"Business Development, Sales and Customer Service",EXECUTIVE: BUSINESS DEVELOPMENT (DIVISIONAL),"To improve a Division's market position, financial growth and client satisfaction through the strategic alignment and integration of the Business Development, Sales and Customer Services value-chain-function.",4200,,,,
940,Logistics,"Business Development, Sales and Customer Service",EXECUTIVE: BUSINESS DEVELOPMENT (GROUP DIVISIONAL),"To improve the Group-Division's market position, financial growth and client satisfaction through the strategic alignment and integration of the Business Development, Sales and Customer Services value-chain-function.",4200,,,,
941,Logistics,"Business Development, Sales and Customer Service",EXECUTIVE: BUSINESS DEVELOPMENT (ORGANISATIONAL UNIT),"To improve an organisational unit's market position, financial growth and client satisfaction through the strategic alignment and integration of the Business Development, Sales and Customer Services value-chain-function.",4200,,,,
942,Logistics,Business Solutions,EXECUTIVE: BUSINESS INTELLIGENCE,"To support business development strategies and decision making through the provision of relevant market, industry, client and competitor business intelligence.",4200,,,,
943,Logistics,Business Solutions,EXECUTIVE: BUSINESS SOLUTIONS OPERATIONS,"To lead and align the Business Solutions Operations value-chain function in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
944,Logistics,Warehousing,EXECUTIVE: FACILITY CAPACITY DEPLOYMENT SERVICES,"To lead and align the Facility Capacity Deployment Services (Storage facility design and deployment) value-chain-function in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
945,Logistics,Information Technology,EXECUTIVE: INFORMATION & COMMUNICATION TECHNOLOGY (ICT),"To ensure the effective strategic planning, governance and integration of the ICT value chain function that supports an organisational unit's operations. enabling effective, high quality service delivery, client satisfaction, reduced risk and compliance to relevant governance.",4200,,,,
946,Logistics,Business Solutions,"EXECUTIVE: INFORMATION SOLUTION, COMPLIANCE & SUSTAINABILITY","***To be confirmed. To ensure integration between information solutions, compliance and sustainability through the development of functional strategies, operating models and policies practice of integrating processes and technology that enables effective, high quality, operational service delivery, contributing to client satisfaction, reduced risk, environmental sustainability and compliance to relevant governance.",4200,,,,
947,Logistics,Information Technology,EXECUTIVE: INTEGRATION,"To ensure the effective integration of processes and technology that enables effective, high quality, operational service delivery, contributing to client satisfaction, reduced risk and compliance to relevant governance.",4200,,,,
948,Logistics,Business Solutions,EXECUTIVE: INTEGRATION (*IMS*),"To develop, align and optimise the practice of integrating processes and technology that enables effective, high quality, operational service delivery, contributing to client satisfaction, reduced risk, environmental sustainability and compliance to relevant governance.",3800,,,,
949,Logistics,International Logistics,EXECUTIVE: INTERNATIONAL SUPPLY CHAIN OPERATIONS,"To lead and align the International Supply Chain Operations value-chain function required for the effective delivery of international supply chain services, enabling client satisfaction, risk management and compliance to relevant governance.",4200,,,,
950,Logistics,Transportation,EXECUTIVE: MANAGED TRANSPORT SOLUTION,"To lead and align the Transport Management Service value-chain-function in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
951,Logistics,Marketing and Communications,EXECUTIVE: MARKETING (DIVISIONAL),"To ensure the strategic planning and integration of the Marketing and Communications value chain function and it's associated business practices, contributing to enhanced brand reputation and reduced risk.",4200,,,,
952,Logistics,Merchandising,EXECUTIVE: OPERATIONS (RETAIL),"To lead and align the retail operations value chain functions in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
953,Logistics,Transportation,EXECUTIVE: PASSENGER TRANSPORTATION,"To lead and align an operational passenger transportation value chain function in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
954,Logistics,"Legal, Risk and Compliance",EXECUTIVE: SHERQ (COMPANY),"To integrate and manage the SHERQ value-chain-function within an operating unit, reducing risk and improve organisational effectiveness, sustainability and compliance.",4200,,,,
955,Logistics,Technical,EXECUTIVE: TECHNICAL,"To lead and align the Technical (Vehicle repair and maintenance) value-chain function in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
956,Logistics,Business Solutions,EXECUTIVE: TECHNOLOGY SOLUTIONS (EXTERNAL),"To lead and align the Technology Solutions value-chain function in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, improved profitability, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
957,Logistics,Logistics,EXECUTIVE: TRANSPORT & WAREHOUSE OPERATIONS,"To lead and align the integration of the transport and warehouse value chain functions in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
958,Logistics,Transportation,EXECUTIVE: TRANSPORT OPERATIONS,"To lead and align the transport value chain function in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
959,Logistics,Warehousing,EXECUTIVE: WAREHOUSE OPERATIONS,"To lead and align the warehouse value chain functions in an operating unit through the development and implementation of a functional strategy and operating model, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",4200,,,,
960,Logistics,Transportation,EXPEDITOR,"To track and monitor vehicles on an electronic system, enabling the control of risk and the safety of drivers as well as ensuring client satisfaction through the on-time and in-full delivery of loads.",2500,,,,
961,Logistics,Merchandising,EXPERT: BRAND EDUCATION,"To provide brand-specific advice to in-store shoppers and ensure the on­-shelf availability of the correct quality and quality of brand-specific stock on retailer shelves and stock rooms at all times, enabling client satisfaction and risk control.",2500,,,,
962,Logistics,Merchandising,EXPERT: BRAND EDUCATION (CERTIFIED),"To provide brand-specific advice to in-store shoppers and ensure the on­-shelf availability of the correct quality and quality of brand-specific stock on retailer shelves and stock rooms at all times, enabling client satisfaction and risk control.",2500,,,,
963,Logistics,Human Capital,FACILITATOR: SKILLS DEVELOPMENT (GROUP),"To advise on and manage the processes that develop, maintain, monitor and report on a consolidated skills development plan based on the people requirements of various organisational units, enabling the achievement of the organisation's people strategy, improved service delivery and compliance to relevant policies as well as legislative and regulatory requirements.",2500,,,,
964,Logistics,Human Capital,FACILITATOR: SKILLS DEVELOPMENT (OPERATING UNIT),"To develop, maintain, monitor and report on a skills development plan based on the people requirements of an organisational unit, enabling the achievement of the organisation's people strategy, improved service delivery and compliance to relevant policy, legislative and regulatory requirements.",2500,,,,
965,Logistics,Human Capital,FACILITATOR: TRAINING,"To facilitate training and development programmes for adult learners in a business environment, contributing to the effective development of people and improved service delivery to clients.",2500,,,,
966,Logistics,Technical,FOREMAN: QUALITY CONTROL,"To test, inspect and control the quality of services and maintenance work on company vehicles, ensuring compliance to Original Equipment Manufacturer as well as health & safety standards.",2500,,,,
967,Logistics,Technical,FOREMAN: WORKSHOP,"To control and coordinate the quality of a team's work in a technical workshop, ensuring effective service delivery in compliance with health safety standards.",2500,,,,
968,Logistics,"Legal, Risk and Compliance","GENERAL MANAGER: AUDIT, COMMERCIAL & RISK","To develop and optimise the business practices required for effective audit, commercial support and risk management, providing assurance to business stakeholders regarding compliance to policy, regulations and legislation as well as the organisation's risk profile.",3800,,,,
969,Logistics,Procurement,GENERAL MANAGER: BUYER,To develop and optimise the buying practices that enables enable improved profitability and client / customer satisfaction through the negotiation of annual trading agreements and the control of a buying teams work activities.,3800,,,,
970,Logistics,"Business Development, Sales and Customer Service",GENERAL MANAGER: CLIENT SERVICES,"To develop and optimise the practices required for the effective delivery of client care services, contributing to effective service delivery and client satisfaction.",3800,,,,
971,Logistics,"Legal, Risk and Compliance","GENERAL MANAGER: COMMERCIAL, LEGAL AND SECRETARIAL",To mitigate legal and business risk through the optimisation and management of legal and commercial practices.,3800,,,,
972,Logistics,Strategic Planning and Administration,GENERAL MANAGER: DEBTORS,"To improve operational performance, client satisfaction and reduce risk through the tactical planning, integration and optimisation of debtors and credit risk management practices.",3800,,,,
973,Logistics,Business Solutions,GENERAL MANAGER: ERP ADVISORY,"To develop and optimise the business practices required for the effective delivery of Enterprise Resource Planning (ERP) advisory services based on a comprehensive understanding of business requirements, contributing to client satisfaction, reduced risk and improved profitability.",3800,,,,
974,Logistics,Strategic Planning and Administration,GENERAL MANAGER: FACILITIES & ADMINISTRATION,"To establish and optimise the administrative, procurement and facility management practices nationally to reduce operational risk and ensure compliance to regulatory compliance requirements, contributing to effective client service delivery.",3800,,,,
975,Logistics,Transportation,GENERAL MANAGER: FUEL PROCUREMENT & DISTRIBUTION,"To implement and optimise the home base and on-road fuel procurement and distribution practices for the Group Division, enabling improved profitability and effective service delivery.",3800,,,,
976,Logistics,Information Technology,GENERAL MANAGER: ICT BUSINESS SOLUTIONS,"To improve, grow and retain internal ICT clients, by providing solutions and practices that address business ICT requirements, contributing to improved profitability, client satisfaction and reduced risk.",3800,,,,
977,Logistics,"Legal, Risk and Compliance",GENERAL MANAGER: ICT GOVERNANCE & COMPLIANCE,"To develop and optimise the business practices required for effective ICT governance, risk and compliance management, providing assurance to business stakeholders.",3800,,,,
978,Logistics,Information Technology,GENERAL MANAGER: ICT INFRASTRUCTURE,"To develop, implement and optimse the business practices required to provide ICT infrastructure to the group-division, contributing to improved profitability, client satisfaction and reduced risk.",3800,,,,
979,Logistics,"Legal, Risk and Compliance",GENERAL MANAGER: INSURANCE SOLUTIONS,"To develop and optimise the business practices required to provide comprehensive insurance solutions to clients, enabling client satisfaction, reduced risk and financial performance.",3800,,,,
980,Logistics,"Business Development, Sales and Customer Service",GENERAL MANAGER: KEY ACCOUNTS MANAGEMENT,"To improve, grow and retain clients through the alignment and optimisation of account management practices in an organisational unit, contributing to improved profitability, client satisfaction and reduced risk.",3800,,,,
981,Logistics,Warehousing,GENERAL MANAGER: PLANNING (INVENTORY),"To develop and optimise the inventory planning and supply practices, enabling the on-time in-full availability of inventory for production or distribution, enabling client satisfaction, optimal profitability, reduced risk and compliance to regulatory and legislative requirements.",3800,,,,
982,Logistics,Strategic Planning and Administration,GENERAL MANAGER: REGIONAL (TRUCK RENTAL),"To establish, implement and optimise the practices required to enable the effective management of a truck rental branch, govern and continuously improve the sustainable delivery of profitable services that satisfies customer requirements in a geographical region.",3800,,,,
983,Logistics,"Business Development, Sales and Customer Service",GENERAL MANAGER: SALES,To grow the organisation's market presence and client base through the optimisation of sales practices as well as the successful selling of services that fit the client's needs in a manner that reduces risk and improves profitability.,3800,,,,
984,Logistics,Business Solutions,GENERAL MANAGER: SUPPLY CHAIN ADVISORY,"To develop and optimise the business practices required for the effective delivery of Supply Chain Advisory services based on a comprehensive understanding of business requirements, contributing to clients satisfaction, reduced risk and improved profitability.",3800,,,,
985,Logistics,Logistics,GENERAL MANAGER: SUPPLY CHAIN OPTIMISATION,"To develop and optimise the supply chain practices required for the effective delivery of production and procurement planning, warehousing and transportation services, enabling optimal stock level management, client / customer satisfaction, profitability and compliance to legislative and regulatory requirements.",3800,,,,
986,Logistics,Business Solutions,GENERAL MANAGER: SUPPLY CHAIN TECHNOLOGY,"To develop and optimise the business practices required for the effective delivery of Supply Chain Technology solutions based on a comprehensive understanding of business requirements, contributing to clients satisfaction, reduced risk and improved profitability.",3800,,,,
987,Logistics,Logistics,GENERAL MANAGER: TRANSPORT & WAREHOUSE OPERATIONS (DEPOT),"To assume ultimate accountability for a large warehouse and transport depot and to develop and optimise the warehouse and transport management practices required to ensure the effective control, storage and distribution of stock, client / customer satisfaction, profitability and compliance to legislative and regulatory requirements.",3800,,,,
988,Logistics,Strategic Planning and Administration,GENERAL MANAGER: TRANSPORT & WAREHOUSE OPERATIONS (REGIONAL),"To develop and optimise the warehouse and transport management practices required to ensure the effective and profitable control, storage and distribution of stock across multiple warehouse and transport depots in a geographical region, contributing to client satisfaction, profitability and compliance to legislative and regulatory requirements.",3800,,,,
989,Logistics,Transportation,GENERAL MANAGER: TRANSPORT OPERATIONS,"To develop and optimise the transport operations business practices for a geographical region, required for the on-time and in-full delivery of client loads, enabling a high performance culture, client satisfaction, reduced risk and compliance to regulatory and legislative requirements.",3800,,,,
